,DEPARTAMENTO,MUNICIPIO,CULTIVO,PERIODO,Área Sembrada(ha),Área Cosechada(ha),Producción(t),Rendimiento(t/ha)
322,21,552,6,3,750,440,21120,48.0
323,21,1,6,3,120,100,2000,20.0
324,21,429,6,3,90,100,2800,28.0
325,21,289,6,3,60,60,2100,35.0
326,21,259,6,3,44,50,2000,40.0
327,21,371,6,3,40,18,630,35.0
328,21,878,6,3,39,38,874,23.0
329,21,953,6,3,22,28,700,25.0
330,21,802,6,3,20,1,16,16.0
331,21,216,6,3,20,40,1600,40.0
332,21,104,6,3,19,18,540,30.0
333,21,460,6,3,12,12,216,18.0
334,21,955,6,3,12,10,410,41.0
335,21,117,6,3,12,12,780,65.0
336,21,96,6,3,11,11,330,30.0
337,21,251,6,3,11,10,370,37.0
338,21,726,6,3,10,8,224,28.0
339,21,584,6,3,10,14,560,40.0
340,21,178,6,3,10,10,425,44.7
341,21,669,6,3,8,4,136,34.0
342,21,343,6,3,7,6,138,23.0
343,21,729,6,3,6,5,150,30.0
344,21,708,6,3,5,1,25,25.0
345,21,897,6,3,5,3,84,28.0
346,21,117,6,3,4,0,0,0.0
347,21,54,6,3,4,4,100,25.0
348,21,808,6,3,4,2,38,25.0
349,21,178,6,3,3,0,0,0.0
350,21,234,6,3,3,1,24,24.0
351,21,462,6,3,3,1,33,33.0
352,21,377,6,3,2,2,16,8.0
353,23,299,6,3,90,87,9570,110.0
354,23,61,6,3,24,16,400,25.0
355,23,199,6,3,10,21,1470,70.0
356,23,665,6,3,6,9,90,10.0
357,23,126,6,3,4,5,36,8.0
358,23,61,6,3,3,5,225,45.0
359,23,334,6,3,2,1,10,10.0
360,23,334,6,3,2,1,10,10.0
361,23,126,6,3,2,3,24,8.0
362,23,665,6,3,2,4,156,40.0
363,23,219,6,3,1,8,251,31.0
364,23,607,6,3,1,1,2,3.8
365,23,710,6,3,1,1,100,100.0
366,24,491,6,3,30,30,2880,96.0
367,24,792,6,3,11,11,525,50.0
368,24,600,6,3,10,28,987,35.0
369,24,363,6,3,8,6,150,25.0
370,24,805,6,3,5,5,144,30.0
371,24,411,6,3,4,3,66,22.0
372,24,600,6,3,3,6,261,45.0
373,24,249,6,3,2,2,120,60.0
374,26,687,6,3,126,112,2128,19.0
375,26,587,6,3,100,27,689,25.5
376,26,844,6,3,65,78,3120,40.0
377,26,93,6,3,60,30,600,20.0
378,26,241,6,3,60,50,1750,35.0
379,26,604,6,3,60,50,1750,35.0
380,26,340,6,3,55,15,375,25.0
381,26,764,6,3,50,50,1000,20.0
382,26,212,6,3,40,12,240,20.0
383,26,141,6,3,40,30,1500,50.0
384,26,103,6,3,36,13,279,22.0
385,26,75,6,3,30,28,1624,58.0
386,26,936,6,3,25,10,238,25.0
387,26,161,6,3,25,17,272,16.0
388,26,465,6,3,23,25,1250,50.0
389,26,829,6,3,22,18,630,35.0
390,26,853,6,3,21,15,375,25.0
391,26,736,6,3,20,20,400,20.0
392,26,493,6,3,20,18,504,28.0
393,26,292,6,3,20,22,660,30.0
394,26,982,6,3,18,15,450,30.0
395,26,461,6,3,18,17,323,19.0
396,26,509,6,3,17,15,1125,75.0
397,26,742,6,3,13,12,253,20.4
398,26,172,6,3,12,10,250,25.0
399,26,718,6,3,12,6,156,26.0
400,26,579,6,3,12,5,160,32.0
401,26,209,6,3,12,10,400,40.0
402,26,551,6,3,10,5,125,25.0
403,26,820,6,3,10,8,165,22.0
404,26,900,6,3,10,9,261,29.0
405,26,444,6,3,10,50,2000,40.0
406,26,553,6,3,7,5,500,100.0
407,26,306,6,3,6,6,132,22.0
408,26,325,6,3,6,2,26,16.0
409,26,345,6,3,6,4,120,30.0
410,26,304,6,3,6,3,270,90.0
411,26,740,6,3,6,5,500,100.0
412,26,215,6,3,5,4,12,3.0
413,26,304,6,3,5,4,72,18.0
414,26,182,6,3,5,5,100,20.0
415,26,942,6,3,5,5,100,20.0
416,26,632,6,3,4,3,50,20.0
417,26,508,6,3,4,3,210,75.0
418,26,330,6,3,4,2,24,12.0
419,26,373,6,3,3,0,0,0.0
420,26,49,6,3,3,3,48,16.0
421,26,176,6,3,2,2,4,2.0
422,26,557,6,3,2,0,32,80.0
423,26,272,6,3,1,0,0,0.0
424,26,368,6,3,1,1,15,15.0
425,26,942,6,3,1,1,120,120.0
426,26,357,6,3,1,0,0,0.0
427,26,368,6,3,1,1,50,100.0
428,26,948,6,3,0,0,0,0.0
429,26,357,6,3,0,0,10,32.0
430,26,130,6,3,0,3,45,15.0
431,26,577,6,3,0,2,50,25.0
432,28,382,6,3,320,320,6400,20.0
433,28,122,6,3,65,65,1300,20.0
434,28,171,6,3,30,20,50,2.5
435,28,43,6,3,30,8,104,13.0
436,28,963,6,3,15,13,182,14.0
437,28,963,6,3,10,0,0,0.0
438,28,488,6,3,10,7,210,30.0
439,28,937,6,3,9,38,467,12.3
440,28,616,6,3,6,0,0,0.0
441,28,959,6,3,4,0,0,0.0
442,28,24,6,3,3,3,5,1.5
443,28,721,6,3,0,17,26,1.5
444,29,270,6,3,104,104,2600,25.0
445,29,413,6,3,85,84,1588,18.9
446,29,677,6,3,70,63,630,10.0
447,29,979,6,3,50,25,750,30.0
448,29,910,6,3,40,42,630,15.0
449,29,769,6,3,35,35,875,25.0
450,29,347,6,3,32,27,540,20.0
451,29,17,6,3,32,52,1823,35.2
452,29,952,6,3,30,15,570,38.0
453,29,99,6,3,25,20,560,28.0
454,29,625,6,3,20,0,0,0.0
455,29,813,6,3,20,7,280,40.0
456,29,110,6,3,18,18,396,22.0
457,29,305,6,3,17,21,840,40.0
458,29,692,6,3,15,15,225,15.0
459,29,109,6,3,15,12,1140,95.0
460,29,138,6,3,13,16,264,17.0
461,29,924,6,3,12,3,79,30.0
462,29,685,6,3,10,4,80,20.0
463,29,58,6,3,10,7,84,12.0
464,29,550,6,3,10,5,125,25.0
465,29,120,6,3,10,8,256,32.0
466,29,41,6,3,9,11,330,30.0
467,29,244,6,3,7,8,158,20.0
468,29,129,6,3,6,4,120,30.0
469,29,129,6,3,6,6,120,20.0
470,29,580,6,3,5,4,70,18.5
471,29,685,6,3,5,2,100,50.0
472,29,947,6,3,5,6,150,25.0
473,29,907,6,3,5,4,133,38.0
474,29,907,6,3,4,5,104,23.0
475,29,980,6,3,4,3,120,40.0
476,29,41,6,3,4,4,147,42.0
477,29,980,6,3,3,2,50,25.0
478,29,131,6,3,3,40,800,20.0
479,29,336,6,3,1,2,50,25.0
480,29,435,6,3,1,6,150,25.0
481,29,904,6,3,1,8,188,25.0
482,29,395,6,3,1,1,10,20.0
483,29,263,6,3,0,7,175,25.0
484,29,244,6,3,0,10,230,23.0
485,0,449,6,4,0,1,1,1.0
486,1,602,6,4,270,190,22800,120.0
487,1,486,6,4,188,187,15895,85.0
488,1,210,6,4,120,45,900,20.0
489,1,359,6,4,80,70,7700,110.0
490,1,930,6,4,55,70,8400,120.0
491,1,777,6,4,50,48,5280,110.0
492,1,494,6,4,46,43,4988,116.0
493,1,75,6,4,28,18,1080,60.0
494,1,836,6,4,28,28,3640,130.0
495,1,805,6,4,23,23,2530,110.0
496,1,410,6,4,20,16,1920,120.0
497,1,975,6,4,16,5,105,21.0
498,1,678,6,4,16,10,1200,120.0
499,1,398,6,4,15,1,90,90.0
500,1,149,6,4,15,11,880,80.0
501,1,771,6,4,13,0,0,0.0
502,1,91,6,4,13,15,1050,70.0
503,1,451,6,4,12,11,83,7.5
504,1,312,6,4,10,10,1500,150.0
505,1,119,6,4,8,3,45,15.0
506,1,930,6,4,6,6,44,8.0
507,1,392,6,4,6,4,160,40.0
508,1,396,6,4,6,4,236,59.0
509,1,133,6,4,6,3,300,100.0
510,1,396,6,4,6,4,760,190.0
511,1,87,6,4,5,4,61,16.0
512,1,35,6,4,5,4,80,20.0
513,1,243,6,4,5,5,100,20.0
514,1,783,6,4,5,7,119,17.0
515,1,252,6,4,5,5,150,30.0
516,1,929,6,4,5,9,170,20.0
517,1,29,6,4,5,8,195,26.0
518,1,360,6,4,5,3,630,210.0
519,1,339,6,4,5,6,900,150.0
520,1,892,6,4,5,3,48,16.0
521,1,133,6,4,4,5,50,10.0
522,1,344,6,4,4,4,264,60.0
523,1,58,6,4,4,8,720,90.0
524,1,35,6,4,4,5,750,150.0
525,1,376,6,4,3,2,50,25.0
526,1,630,6,4,3,2,53,22.0
527,1,248,6,4,3,1,140,140.0
528,1,293,6,4,3,2,86,57.0
529,1,793,6,4,2,1,120,120.0
530,1,516,6,4,2,0,0,0.0
531,1,941,6,4,2,2,16,8.0
532,1,337,6,4,2,2,135,90.0
533,1,350,6,4,1,0,0,0.0
534,1,769,6,4,1,1,95,95.0
535,1,314,6,4,1,1,146,133.0
536,1,337,6,4,1,0,0,0.0
537,1,416,6,4,1,1,5,5.0
538,1,209,6,4,1,0,40,100.0
539,1,532,6,4,1,1,50,100.0
540,1,252,6,4,1,1,70,70.0
541,1,152,6,4,1,0,0,0.0
542,1,718,6,4,1,1,55,110.0
543,1,799,6,4,0,1,30,60.0
544,1,892,6,4,0,0,36,90.0
545,1,897,6,4,0,0,22,110.0
546,1,392,6,4,0,0,36,120.0
547,1,350,6,4,0,1,69,138.0
548,1,718,6,4,0,3,90,30.0
549,1,602,6,4,0,70,5880,84.0
550,3,698,6,4,5,4,80,20.0
551,3,611,6,4,0,6,30,5.0
552,3,804,6,4,0,5,90,20.0
553,3,578,6,4,0,6,180,30.0
554,3,676,6,4,0,30,540,18.0
555,5,856,6,4,90,20,1100,55.0
556,5,954,6,4,70,20,2400,120.0
557,5,704,6,4,60,44,2684,61.0
558,5,797,6,4,45,50,5000,100.0
559,5,704,6,4,34,29,4060,140.0
560,5,226,6,4,30,20,400,20.0
561,5,541,6,4,27,18,828,46.0
562,5,671,6,4,25,20,600,30.0
563,5,332,6,4,25,28,980,35.0
564,5,367,6,4,22,14,770,55.0
565,5,565,6,4,22,27,1755,65.0
566,5,889,6,4,20,0,0,0.0
567,5,877,6,4,18,0,0,0.0
568,5,514,6,4,18,18,54,3.0
569,5,271,6,4,15,10,100,10.0
570,5,883,6,4,14,10,248,23.8
571,5,409,6,4,12,5,450,100.0
572,5,106,6,4,10,0,0,0.0
573,5,763,6,4,10,0,0,0.0
574,5,877,6,4,10,0,0,0.0
575,5,409,6,4,10,5,126,28.0
576,5,464,6,4,10,5,200,40.0
577,5,95,6,4,10,8,240,30.0
578,5,857,6,4,9,10,1280,128.0
579,5,503,6,4,8,0,0,0.0
580,5,586,6,4,8,4,160,40.0
581,5,362,6,4,7,0,0,0.0
582,5,810,6,4,7,4,35,8.8
583,5,918,6,4,6,4,260,65.0
584,5,362,6,4,4,0,0,0.0
585,5,694,6,4,4,0,0,0.0
586,5,986,6,4,4,4,500,125.0
587,5,712,6,4,3,3,60,20.0
588,5,835,6,4,3,2,63,35.0
589,5,95,6,4,3,3,180,60.0
590,5,90,6,4,3,3,240,80.0
591,5,398,6,4,3,2,12,8.0
592,5,828,6,4,2,0,0,0.0
593,5,732,6,4,2,2,126,70.2
594,5,23,6,4,2,3,216,72.0
595,5,439,6,4,1,0,0,0.0
596,5,831,6,4,1,0,0,0.0
597,5,592,6,4,1,1,40,80.0
598,5,694,6,4,0,4,16,4.0
599,5,300,6,4,0,8,160,20.0
600,5,890,6,4,0,5,200,40.0
601,5,569,6,4,0,3,208,83.0
602,5,106,6,4,0,9,675,75.0
603,5,889,6,4,0,30,780,26.0
604,6,480,6,4,120,108,2819,26.1
605,6,180,6,4,70,70,1750,25.0
606,6,48,6,4,30,10,300,30.0
607,6,713,6,4,20,12,240,20.0
608,6,11,6,4,20,20,430,21.3
609,6,40,6,4,15,13,189,14.5
610,6,40,6,4,13,3,84,28.0
611,6,950,6,4,13,12,222,18.5
612,6,852,6,4,10,0,0,0.0
613,6,576,6,4,10,17,323,19.0
614,6,960,6,4,10,7,924,132.0
615,6,537,6,4,7,7,70,10.0
616,6,83,6,4,6,5,200,40.0
617,6,970,6,4,5,0,0,0.0
618,6,707,6,4,5,4,100,25.0
619,6,482,6,4,5,7,770,110.0
620,6,423,6,4,3,4,56,14.0
621,6,688,6,4,3,3,60,20.0
622,6,489,6,4,1,0,0,0.0
623,6,689,6,4,1,0,0,0.0
624,6,489,6,4,1,2,4,2.0
625,6,48,6,4,1,2,100,50.0
626,6,598,6,4,0,0,0,0.0
627,6,852,6,4,0,7,40,5.5
628,7,779,6,4,9,0,0,0.0
629,7,240,6,4,2,0,0,0.0
630,8,862,6,4,4,0,0,0.0
631,8,699,6,4,1,0,0,0.0
632,9,99,6,4,140,0,52,130.0
633,9,888,6,4,65,98,1813,18.5
634,9,432,6,4,20,8,840,105.0
635,9,500,6,4,16,26,36,1.4
636,9,220,6,4,10,0,0,0.0
637,9,504,6,4,10,12,300,25.0
638,9,287,6,4,8,7,350,50.0
639,9,775,6,4,7,0,0,0.0
640,9,302,6,4,4,0,0,0.0
641,9,71,6,4,4,3,3,1.0
642,9,849,6,4,4,8,308,41.0
643,9,606,6,4,4,6,480,80.0
644,9,791,6,4,4,8,14,1.7
645,9,394,6,4,3,0,4,15.0
646,9,348,6,4,3,3,9,3.0
647,9,128,6,4,3,2,186,124.0
648,9,128,6,4,3,3,447,149.0
649,9,107,6,4,3,2,3,1.5
650,9,123,6,4,2,1,150,150.0
651,9,775,6,4,1,0,0,0.0
652,9,846,6,4,1,0,0,0.0
653,9,695,6,4,1,1,3,2.0
654,9,956,6,4,1,1,10,10.0
655,9,903,6,4,1,6,150,25.0
656,9,903,6,4,1,12,240,20.0
657,9,455,6,4,1,1,3,5.0
658,9,622,6,4,0,0,0,0.0
659,9,22,6,4,0,8,16,2.0
660,9,302,6,4,0,2,40,20.0
661,9,846,6,4,0,1,60,60.0
662,9,58,6,4,0,1,70,100.0
663,10,861,6,4,100,0,0,0.0
664,10,426,6,4,100,80,960,12.0
665,10,13,6,4,82,3,36,12.0
666,10,680,6,4,40,25,375,15.0
667,10,419,6,4,23,33,396,12.0
668,10,342,6,4,15,20,180,9.0
669,10,939,6,4,12,13,208,16.0
670,10,478,6,4,6,5,46,10.0
671,10,628,6,4,6,10,70,7.0
672,11,150,6,4,3,3,42,14.0
673,12,772,6,4,1,1,12,12.0
674,13,320,6,4,120,100,1300,13.0
675,13,142,6,4,100,110,8800,80.0
676,13,307,6,4,97,52,6252,120.0
677,13,142,6,4,70,80,2000,25.0
678,13,876,6,4,53,53,4830,91.1
679,13,922,6,4,48,53,1590,30.0
680,13,663,6,4,41,0,0,0.0
681,13,729,6,4,38,0,0,0.0
682,13,52,6,4,34,24,192,8.0
